央视频道,#genre#
CCTV6电影,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=20260118112837a5f5060f3bc849969abe2ab5cf80eae1&mdspid=&spid=699004&netType=4&sid=5500212872&pid=2028597139&timestamp=20260118112837&Channel_ID=0116_2600001300-99000-201600010012265&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=124.236.97.170&SecurityKey=20260118112837&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=950af1a456d4890574b951afa8bad8f4
CCTV7国防军事,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=20260118112806eb15a02c431742209b2bb3d1feb74d7d&mdspid=&spid=699004&netType=4&sid=5501083622&pid=2028597139&timestamp=20260118112806&Channel_ID=0116_2600001300-99000-201600010012264&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=124.236.97.161&SecurityKey=20260118112806&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7939b870544c7a0894848920612c590f
CCTV8电视剧,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=202601181127354657e335296a463dba0825c484a42a0c&mdspid=&spid=699004&netType=4&sid=5500212868&pid=2028597139&timestamp=20260118112735&Channel_ID=0116_2600001300-99000-201600010012263&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=124.236.97.151&SecurityKey=20260118112735&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=5adba35634a18e82130abe39b4d0d077
CCTV9纪录,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=2026011811270459a7d1065a1b46858e894ffd4e236fb6&mdspid=&spid=699004&netType=4&sid=5501083624&pid=2028597139&timestamp=20260118112704&Channel_ID=0116_2600001300-99000-201600010012262&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=124.236.97.140&SecurityKey=20260118112704&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=cdd8e3f5ce261c14daf8318f331e3266
CCTV5+体育赛事,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=20260118112908e6575dad4ba44b8a81ae48d83f2ba3f7&mdspid=&spid=699004&netType=4&sid=5500516288&pid=2028597139&timestamp=20260118112908&Channel_ID=0116_2600001300-99000-201600010012266&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=124.236.97.162&SecurityKey=20260118112908&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=499e95bfbc7e4b6518ddaf08863467d2
CCTV10科教,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=202601181126336051426c06cd4ed7be35ebf3e30588a9&mdspid=&spid=699004&netType=4&sid=5500212874&pid=2028597139&timestamp=20260118112633&Channel_ID=0116_2600001300-99000-201600010012261&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=218.12.70.119&SecurityKey=20260118112633&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ad4094f798f52cc5d06dc6d7ee86b1b7
CCTV11戏曲,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=20260118112602c1518c1938334f35a3118bfba5b8366a&mdspid=&spid=699004&netType=4&sid=5500988610&pid=2028597139&timestamp=20260118112602&Channel_ID=0116_2600001300-99000-201600010012260&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=218.12.70.118&SecurityKey=20260118112602&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9fb9a99cbc6b86c5832e93c6b6c30e68
CCTV12社会与法,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=202601181125317e59909569ff459298a6f1609ef0b316&mdspid=&spid=699004&netType=4&sid=5501083627&pid=2028597139&timestamp=20260118112531&Channel_ID=0116_2600001300-99000-201600010012259&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=218.12.70.117&SecurityKey=20260118112531&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=6dd44972b6dec3ffa181784c8a464cb4
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=202601181131428da5eae11ae84419883cf5700eb57300&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260118113142&Channel_ID=0116_2600001300-99000-201600010012271&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=124.236.97.167&SecurityKey=20260118113142&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=17fb3ba09b9a8b2f323b098fdbe6c1fe
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=20260118113213a6bd9fbe24654345b484269027485132&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260118113213&Channel_ID=0116_2600001300-99000-201600010012272&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=124.236.97.168&SecurityKey=20260118113213&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c9723905e21172947eb587eee0fa219b
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=2026011811324419b7ba497d654f9e964e8a8daf8d6b33&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260118113244&Channel_ID=0116_2600001300-99000-201600010012273&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=124.236.97.169&SecurityKey=20260118113244&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=596457f48272c2b25a93ddee9810a55c
CCTV14少儿,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=20260118112500189f4737d67340dcb2bedb4abacc0b75&mdspid=&spid=699004&netType=4&sid=5500212875&pid=2028597139&timestamp=20260118112500&Channel_ID=0116_2600001300-99000-201600010012258&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=218.12.70.116&SecurityKey=20260118112500&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ada4ae9fc5d301a8670b5e6337ae087e
CCTV15音乐,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=20260118112428fb757d87706344ffade6ecfeca73ad1e&mdspid=&spid=699004&netType=4&sid=5501083628&pid=2028597139&timestamp=20260118112428&Channel_ID=0116_2600001300-99000-201600010012257&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=218.12.70.115&SecurityKey=20260118112428&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ff62801c016ec862d61387607f6d18ed
CCTV17农业农村,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=2026011811235792848f2ac5cf4edea6745e8c41447abc&mdspid=&spid=699004&netType=4&sid=5501083631&pid=2028597139&timestamp=20260118112357&Channel_ID=0116_2600001300-99000-201600010012256&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=218.12.70.114&SecurityKey=20260118112357&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2f9ac1c4ec8fe754f525f07c8601ed2d
卫视频道,#genre#
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
江苏卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/jiangsuhd/1200/index.m3u8?msisdn=20260118112255efd8e7e7d7284fa9a183099d8b027809&mdspid=&spid=699067&netType=4&sid=5500199408&pid=2028597139&timestamp=20260118112255&Channel_ID=0116_2600001300-99000-201600010012254&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=218.12.70.122&SecurityKey=20260118112255&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9f194152bf9f9097bb91e20ba790f320
东方卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=20260118112326c974c7c418da4f24acfcc9f626200d86&mdspid=&spid=600697&netType=4&sid=5910022185&pid=2028597139&timestamp=20260118112326&Channel_ID=0116_2600001300-99000-201600010012255&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=218.12.70.123&SecurityKey=20260118112326&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2f706ad79226bf5941bc380351cc9d3f
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/index.m3u8?msisdn=20260118121927c8513b66476d4cef86fbf78cc411d3cb&mdspid=&spid=699054&netType=4&sid=2202428795&pid=2028597139&timestamp=20260118121927&Channel_ID=0116_2600001300-99000-201600010012278&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=124.236.97.156&SecurityKey=20260118121927&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=6237402c4864e80fdadf195b579fb657
北京卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/51/20251127/index.m3u8?msisdn=202601181122244207da7a7a2d48bcb42556d1296f1be4&mdspid=&spid=600697&netType=4&sid=5910022306&pid=2028597139&timestamp=20260118112224&Channel_ID=0116_2600001300-99000-201600010012253&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=116.181.10.143&SecurityKey=20260118112224&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1d480cf6cc665e96b81726318c4017b1
湖北卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=20260118112123158c72f8f9a14aab8212e68898b82742&mdspid=&spid=600633&netType=4&sid=5910022163&pid=2028597139&timestamp=20260118112123&Channel_ID=0116_2600001300-99000-201600010012251&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=116.181.18.181&SecurityKey=20260118112123&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1f21bfec3ee8c4630f437df8ec7dd846
辽宁卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=20260118111951e988993e15b8405b8605072c7ca2648c&mdspid=&spid=600572&netType=4&sid=5910022198&pid=2028597139&timestamp=20260118111951&Channel_ID=0116_2600001300-99000-201600010012248&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=36.134.82.166&SecurityKey=20260118111951&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=ZQ-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fedc0928f35b12a29dad26c21029a41f
东南卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/51/20230724/index.m3u8?msisdn=20260118121815c44ea6828b514eecb8a436250d8fc0d1&mdspid=&spid=600717&netType=4&sid=5910022182&pid=2028597139&timestamp=20260118121815&Channel_ID=0116_2600001300-99000-201600010012277&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=124.236.97.155&SecurityKey=20260118121815&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f2b93857f65fe44166003f544fab4922
吉林卫视,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=20260118112053e7f00191f9654b998a3f267a561a3517&mdspid=&spid=600633&netType=4&sid=5910022164&pid=2028597139&timestamp=20260118112053&Channel_ID=0116_2600001300-99000-201600010012250&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=27.185.205.106&SecurityKey=20260118112053&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a49f45b214b3f85d676ea7829653d78d
江西卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=2026011811215424a8d0aeee56424ab5dda9a64b1dd895&mdspid=&spid=600633&netType=4&sid=5910021492&pid=2028597139&timestamp=20260118112154&Channel_ID=0116_2600001300-99000-201600010012252&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=116.181.10.215&SecurityKey=20260118112154&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=aac39cb852c22a52b3f1ab29a6aaf224
兵团卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/btws/51/20250804/index.m3u8?msisdn=202601181120221300a573c90f4e4db63cdc9df0d96668&mdspid=&spid=600697&netType=4&sid=5910022192&pid=2028597139&timestamp=20260118112022&Channel_ID=0116_2600001300-99000-201600010012249&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=36.134.82.166&SecurityKey=20260118112022&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=ZQ-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=20e6914322073a9763aa1235aa135d84
广东地区,#genre#
广东民生,http://183.11.239.36:808/hls/18/index.m3u8
广东体育,http://120.238.85.131:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
广东少儿,http://120.238.85.131:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
广东影视,http://120.238.85.131:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
广东4K超高清,http://183.11.239.36:808/hls/9/index.m3u8
湖南地区,#genre#
电视剧频道,#genre#
放映室5,#genre#
粤语频道,#genre#
少儿动漫,#genre#
综艺频道,#genre#
浙江地区,#genre#
浙江少儿,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江少儿,http://ali-xwl.cztv.com/live/channel08720Plxw.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel02720Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel03720Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel06720Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel07720Plxw.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel04720Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel10720Plxw.m3u8
嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
新昌综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞文化影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
普陀电视台,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
庆元电视台,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
缙云新闻综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
龙泉电视台,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
上海地区,#genre#
江苏地区,#genre#
南京新闻综合,http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8
南京教科,http://nklive.nbs.cn/hls/75b3c462-b831-4de7-a34b-5d3221db2069/index.m3u8
南京文旅纪录,http://nklive.nbs.cn/hls/9b2005c4-046c-422f-ba45-e6adc4f4de07/index.m3u8
南京十八生活,http://nklive.nbs.cn/hls/1173a815-bfdb-4c3c-9f73-89ec37ae7716/index.m3u8
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
宜兴新闻综合,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
北京地区,#genre#
黑龙江地区,#genre#
哈尔滨新闻综合,https://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活,https://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨资讯,https://stream.hrbtv.net/zxpd/sd/live.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
江西地区,#genre#
崇仁电视台,http://play-a2.quklive.com/live/1744277411242065.m3u8
崇仁电视台,http://play-a2.quklive.com/live/1744277411242065.flv
宁都综合,http://play-a2.quklive.com/live/1749084198822069.m3u8
宁都综合,http://play-a2.quklive.com/live/1749084198822069.flv
万载电视台1,http://play-a2.quklive.com/live/1739162440932308.m3u8
万载电视台1,http://play-a2.quklive.com/live/1739162440932308.flv
广丰电视台,https://play-a2.quklive.com/live/1754033359790055.m3u8
广丰电视台,https://play-a2.quklive.com/live/1754033359790055.flv
陕西地区,#genre#
陕西新闻资讯,http://gxlive.snrtv.com/sx1-SD.m3u8
陕西都市青春,http://gxlive.snrtv.com/sx2-SD.m3u8
陕西银龄,http://gxlive.snrtv.com/sx3-SD.m3u8
陕西秦腔,http://gxlive.snrtv.com/sx5-SD.m3u8
陕西体育休闲,http://gxlive.snrtv.com/sx7-SD.m3u8
农林卫视,http://gxlive.snrtv.com/nlws-SD.m3u8
陕西西部电影,http://gxlive.snrtv.com/sx8-SD.m3u8
广西地区,#genre#
安徽地区,#genre#
吉林地区,#genre#
重庆地区,#genre#
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
